,Scenario,Assumption,Climate,CVPTOTALDEL,C_CAA003,C_CAA003_CVC,C_CAA003_CVP,C_CAA003_IF,C_CAA003_SWP,C_CAA003_SWP_TD,C_CAA003_TD,C_CAA003_WTS,C_DMC000,C_DMC000_CVP,C_DMC000_IF,C_DMC000_TD,C_OMR014,C_SAC000,C_SAC017,C_SAC029B,C_SAC030,C_SAC041,C_SAC048,C_SAC083,C_SAC085,C_SAC097,C_SAC240,D408,DELTAINFLOWFORNDOI,DELTARDV_TOTAL,DELTAR_A_DV,DEL_CVP_PAG_N,DEL_CVP_PAG_S,DEL_CVP_PEX_S,DEL_CVP_PMI_S,DEL_CVP_PRF_N,DEL_CVP_PRF_S,DEL_CVP_PSC_N,DEL_CVP_TOTAL_N,DEL_CVP_TOTAL_S,DEL_SWP_PIN,D_OMR027_CAA000,D_OMR028_DMC000,D_SAC030_MOK014,EM_EC_MONTH,EXPORTACTUALIF,EXPORTACTUALTD,JP_EC_MONTH,MRDO_FINALDV,NDOI,NDOI_ADD,NDOI_ADD_ANN,NDOI_ADD_CVP,NDOI_ADD_SWP,NDOI_MIN,PERDV_CVPAG_S,PERDV_CVPAG_SYS,PERDV_CVPEX_S,PERDV_CVPMI_S,PERDV_CVPMI_SYS,PERDV_CVPRF_S,PERDV_CVPRF_SYS,PERDV_CVPSC_SYS,PERDV_SWP_FSC,PERDV_SWP_MWD1,RS_EC_MONTH,SHORT_CVP_TOT_N,SHORT_CVP_TOT_S,SHORT_SWP_TOTA,SHORT_SWP_TOT_S,SHORT_SWP_TOT_N,SP_SAC066_YBP020,SP_SAC083_YBP037,SWP_CO_FEATH,SWP_CO_NBAY,SWP_CO_TOTAL,SWP_IN_FEATH,SWP_IN_NBAY,SWP_IN_TOTAL,SWP_LOSS,SWP_PERDELDV,SWP_TA_FEATH,SWP_TA_NBAY,SWP_TA_TOTAL,S_FOLSM,S_MCLRE,S_MELON,S_MLRTN,S_OROVL,S_PEDRO,S_SHSTA,S_SLUIS_CVP,S_SLUIS_SWP,S_TRNTY,S_WKYTN,S_LOSVQ,WYT_SAC_,X2_PRV,SWP_CO_ACFC,SWP_CO_ACWD,SWP_CO_AVEK,SWP_CO_CLA,SWP_CO_CLWA1,SWP_CO_CLWA2,SWP_CO_CVWD,SWP_CO_DESERT,SWP_CO_DUDLEY,SWP_CO_EMPIRE,SWP_CO_KERN,SWP_CO_KINGS,SWP_CO_LCID,SWP_CO_MWA,SWP_CO_MWD,SWP_CO_NAPA,SWP_CO_OAK,SWP_CO_PWD,SWP_CO_SB,SWP_CO_SBV,SWP_CO_SCV,SWP_CO_SGP,SWP_CO_SGV,SWP_CO_SLO,SWP_CO_SOLANO,SWP_CO_TULARE,SWP_CO_VC,SWP_IN_ACFC,SWP_IN_ACWD,SWP_IN_AVEK,SWP_IN_CLA,SWP_IN_CLWA1,SWP_IN_CLWA2,SWP_IN_CVWD,SWP_IN_DESERT,SWP_IN_DUDLEY,SWP_IN_EMPIRE,SWP_IN_KERN,SWP_IN_KINGS,SWP_IN_LCID,SWP_IN_MWA,SWP_IN_MWD,SWP_IN_NAPA,SWP_IN_OAK,SWP_IN_PWD,SWP_IN_SB,SWP_IN_SBV,SWP_IN_SCV,SWP_IN_SGP,SWP_IN_SGV,SWP_IN_SLO,SWP_IN_SOLANO,SWP_IN_TULARE,SWP_IN_VC,SWP_TA_ACFC,SWP_TA_ACWD,SWP_TA_AVEK,SWP_TA_CLA,SWP_TA_CLWA1,SWP_TA_CLWA2,SWP_TA_CVWD,SWP_TA_DESERT,SWP_TA_DUDLEY,SWP_TA_EMPIRE,SWP_TA_KERNAG,SWP_TA_KERNMI,SWP_TA_KINGS,SWP_TA_LCID,SWP_TA_MWA,SWP_TA_MWD,SWP_TA_NAPA,SWP_TA_OAK,SWP_TA_PWD,SWP_TA_SB,SWP_TA_SBV,SWP_TA_SCV,SWP_TA_SGP,SWP_TA_SGV,SWP_TA_SLO,SWP_TA_SOLANO,SWP_TA_TULARE,SWP_TA_VC,icy,icm,iwy,iwm,cfs_taf
1921-10-31 23:59:59,Existing_Design,CAA Design Capacity,Current,3569.57,2142.9,0.0,0.0,0.0,1960.63,1960.63,2142.9,182.27,801.85,801.85,0.0,801.85,-2404.74,8640.68,5400.98,2444.25,8168.88,10394.16,10430.36,8168.59,5551.76,4497.16,5932.07,363.09,12989.85,2052.8,2052.8,299.06,1368.45,678.21,200.48,375.83,1208.88,1056.2,1751.76,3569.57,0.0,2144.74,801.85,2225.28,420.35,0.0,2944.76,308.34,7968.75,7968.75,0.0,0.0,0.0,0.0,7968.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49,140.99,-0.0,69.61,1185.16,1171.23,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,0.49,35.85,86.2,5607.93,591.41,600.77,1424.36,249.9,2268.49,1592.53,3055.76,201.33,462.5,1763.75,217.0,111.76,2.0,77.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.31,104.57,158.08,0.0,24.4,0.0,235.98,123.93,49.44,0.0,762.92,90.91,12.36,3.58,97.42,3146.28,29.11,6.99,28.62,54.81,197.11,183.23,0.0,14.31,25.53,57.08,50.09,0.0,1921,10,1922,1,0.061487603
1921-11-30 23:59:59,Existing_Design,CAA Design Capacity,Current,3992.12,5275.55,2043.46,2043.46,0.0,3232.09,3232.09,5275.55,0.0,4600.0,4600.0,0.0,4600.0,-8478.11,3331.17,8047.79,2833.13,11320.66,13142.4,13237.14,10289.37,8047.83,6086.83,7776.89,352.24,15207.73,2052.8,2052.8,83.55,465.2,573.9,259.47,262.03,566.73,0.0,357.98,1948.66,0.0,5276.31,4600.0,1821.74,560.35,0.0,9875.55,299.63,4500.0,4500.0,0.0,0.0,0.0,0.0,4500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49,150.5,0.0,32.85,735.24,735.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.49,0.49,25.18,76.47,5377.09,495.81,587.02,1433.36,259.75,2206.23,1564.83,2901.66,356.57,349.67,1720.75,206.0,123.55,2.0,80.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.89,108.56,124.53,4.54,27.9,0.0,243.85,128.06,14.12,0.0,383.84,68.4,12.1,3.7,100.5,3460.9,24.2,1.34,26.55,32.6,199.48,183.39,15.63,0.0,21.34,52.27,26.22,0.0,1921,11,1922,2,0.059504132
1921-12-31 23:59:59,Existing_Design,CAA Design Capacity,Current,1395.96,7389.86,0.0,0.0,0.0,7389.86,7389.86,7389.86,0.0,4600.0,4600.0,0.0,4600.0,-8843.11,11757.97,14217.57,3176.58,15569.63,15569.63,15539.9,11075.48,13018.02,7354.6,6468.7,48.41,20269.48,2052.8,2052.8,59.7,696.78,74.92,245.8,95.6,293.19,0.0,165.16,1395.96,0.0,7390.25,4600.0,0.0,1200.42,0.0,11989.86,1283.98,4500.0,9124.81,4624.81,2514.01,2110.8,0.0,4500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49,340.69,0.0,42.32,740.94,740.94,0.0,0.0,16.38,0.0,0.0,0.0,0.0,0.0,0.0,46.67,0.49,20.83,71.56,4786.2,529.82,621.72,1458.41,301.41,2302.17,1560.22,3074.38,567.51,530.85,1718.24,206.0,118.19,2.0,85.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.98,112.38,92.54,5.37,0.81,0.0,235.98,126.69,4.88,0.0,254.52,35.45,10.25,3.25,97.26,3144.56,23.42,0.0,21.47,42.28,180.52,147.02,11.06,0.0,21.96,48.14,77.58,0.0,1921,12,1922,3,0.061487603
1922-01-31 23:59:59,Existing_Design,CAA Design Capacity,Current,1739.81,2921.09,0.0,0.0,0.0,2921.09,2921.09,2921.09,0.0,4381.64,4381.64,0.0,4381.64,-5000.0,12296.94,12934.95,3228.61,15937.32,15937.32,15970.21,13393.65,9051.54,6679.33,5031.31,84.16,19440.34,2230.2,2230.2,44.17,553.3,599.25,171.36,58.48,305.76,0.0,111.63,1739.81,21.04,2922.13,4381.64,0.0,724.71,0.0,7302.74,1500.19,6000.0,13582.49,7582.49,0.0,3083.02,4499.47,6000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,814.97,0.0,33.01,0.0,0.0,0.0,0.0,43.72,0.0,0.0,0.0,0.0,21.04,21.04,43.98,0.6,24.16,23.5,582.31,567.0,652.82,1486.74,376.72,2323.45,1573.24,3165.37,736.44,673.01,1721.0,206.0,116.63,2.0,84.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,10.19,51.51,3.17,1.15,33.73,0.0,0.0,0.0,0.0,58.15,37.39,0.0,1.73,52.09,229.03,13.21,0.0,3.56,21.91,0.0,0.0,0.0,0.0,12.59,10.29,0.0,1.06,1922,1,1922,4,0.061487603
1922-02-28 23:59:59,Existing_Design,CAA Design Capacity,Current,1047.2,4510.4,0.0,0.0,0.0,4510.4,4510.4,4510.4,0.0,4600.0,4600.0,0.0,4600.0,-4143.93,42289.82,31090.1,5412.93,31374.22,31374.22,31229.81,23051.0,21409.07,16933.36,10676.43,102.91,45334.48,1947.19,1947.19,6.36,454.56,46.19,96.67,32.12,269.09,0.0,47.52,1047.2,23.3,4510.8,4600.0,0.0,345.49,0.0,9110.4,656.81,11400.0,39641.16,28241.16,0.0,15683.59,12557.57,11400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,477.89,-0.0,26.53,0.0,0.0,0.0,0.0,1044.58,0.0,0.0,0.0,0.0,23.3,23.3,53.08,0.51,20.55,15.35,761.96,567.0,674.6,1610.49,439.0,2648.12,1690.0,3590.4,948.73,876.76,1750.97,206.0,116.63,3.0,79.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97,3.26,74.17,2.35,0.45,8.97,0.0,0.0,1.27,0.0,71.88,100.55,0.0,1.41,53.74,341.71,12.33,0.0,7.24,21.04,2.8,0.0,0.72,0.0,13.81,3.02,0.0,0.72,1922,2,1922,5,0.05553719
1922-03-31 23:59:59,Existing_Design,CAA Design Capacity,Current,2386.07,5705.03,0.0,0.0,0.0,5705.03,5705.03,5705.03,0.0,2366.23,2366.23,0.0,2366.23,-3500.0,31906.63,24522.86,5096.02,29134.54,29134.54,29129.09,25954.81,12036.46,10376.64,7186.33,0.0,40208.9,2497.09,2497.09,14.93,1052.98,799.24,247.8,30.42,119.14,0.0,54.86,2386.07,625.03,5713.59,2366.23,0.0,201.71,0.0,8353.16,288.36,14689.52,31731.7,17042.18,0.0,8303.4,8475.44,14689.52,0.69,0.69,1.0,0.94,0.94,1.0,1.0,1.0,1.0,0.69,380.23,0.0,0.18,0.0,0.0,0.0,0.0,247.62,0.0,0.0,0.0,0.0,21.04,625.03,54.84,0.69,25.63,7.61,1278.66,756.0,685.17,1713.82,316.48,2819.9,1690.0,4043.66,972.0,1067.0,1788.95,217.0,109.71,3.0,59.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.56,0.0,0.0,0.0,79.56,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.87,0.0,21.92,15.72,81.57,2.05,5.83,122.79,2.41,0.0,13.13,0.41,94.62,133.52,0.0,2.15,57.55,528.47,4.88,2.59,15.78,23.18,55.15,5.54,6.92,34.48,14.32,2.72,0.0,5.33,1922,3,1922,6,0.061487603
1922-04-30 23:59:59,Existing_Design,CAA Design Capacity,Current,4810.91,721.12,0.0,0.0,0.0,721.12,721.12,721.12,0.0,4285.8,4285.8,0.0,4285.8,-524.69,22882.23,13809.24,3467.19,17623.42,17623.42,17671.57,14089.3,7848.8,6610.14,5668.39,287.14,30242.07,2512.48,2512.48,798.11,2842.22,1353.22,229.93,60.81,153.93,1578.27,2451.03,4810.91,21.75,738.2,4285.8,0.0,185.38,0.0,5321.12,236.53,9986.67,23029.29,13042.62,0.0,3879.44,6656.57,9986.67,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69,321.61,-0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,21.75,75.47,0.69,30.8,32.06,2290.89,900.0,636.53,1673.25,135.0,3336.34,1713.0,4552.1,972.0,971.54,1897.71,241.1,121.1,2.0,59.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.48,16.38,131.61,2.16,8.93,150.82,20.2,6.8,16.31,1.18,280.63,134.26,0.0,2.2,59.6,1161.87,17.03,4.95,15.3,27.24,71.81,8.17,10.7,42.72,15.06,15.03,0.0,6.63,1922,4,1922,7,0.059504132
1922-05-31 23:59:59,Existing_Design,CAA Design Capacity,Current,5991.02,2852.13,0.0,0.0,0.0,2852.13,2852.13,2852.13,0.0,4278.19,4278.19,0.0,4278.19,-3620.0,49006.12,38820.56,7604.48,46862.22,46862.22,46928.12,35885.02,10067.96,6964.37,11125.63,372.2,58669.42,2649.47,2649.47,1050.86,3787.25,1497.19,214.02,57.21,169.26,5704.26,6835.79,5991.02,30.41,2873.84,4278.19,0.0,185.18,0.0,7130.32,231.53,10016.13,49313.93,39297.8,0.0,21368.9,17928.9,10016.13,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,334.03,-0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,21.04,30.41,108.56,0.76,41.88,41.47,3629.0,967.0,853.95,1780.75,294.25,3425.2,1889.35,4552.1,938.81,907.76,1961.0,241.1,132.48,2.0,63.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.28,14.69,140.87,3.05,15.66,57.75,18.15,3.89,36.34,2.0,893.09,150.9,0.0,2.46,57.13,1807.3,18.59,6.65,17.08,28.88,108.26,27.91,10.13,42.26,14.72,22.88,0.0,16.2,1922,5,1922,8,0.061487603
1922-06-30 23:59:59,Existing_Design,CAA Design Capacity,Current,8068.13,4353.66,0.0,0.0,0.0,4353.66,4353.66,4353.66,0.0,4600.0,4600.0,0.0,4600.0,-5000.0,29548.21,24219.98,5254.0,30251.05,30251.05,30336.77,21303.11,4870.72,3851.73,9025.33,249.31,42027.23,2649.47,2649.47,1326.51,4842.97,2341.2,224.97,118.57,146.46,5795.11,7275.14,8068.13,20.84,4384.59,4600.0,0.0,186.23,0.0,8953.66,209.96,12525.0,29051.4,16526.4,0.0,11272.34,5254.07,12525.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,241.54,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84,20.84,135.91,0.76,55.46,76.39,4900.76,967.0,981.41,1958.49,524.0,3425.2,2030.0,4299.09,773.59,863.36,2012.31,240.0,131.28,2.0,56.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.84,16.81,127.96,4.88,18.66,48.23,18.39,3.86,87.0,1.05,1633.63,203.82,16.07,2.74,59.02,1888.14,37.56,8.73,18.55,40.86,119.17,71.03,22.8,45.72,15.23,38.83,187.11,16.61,1922,6,1922,9,0.059504132
1922-07-31 23:59:59,Existing_Design,CAA Design Capacity,Current,9648.01,7180.0,798.96,798.96,0.0,6218.4,6218.4,7180.0,162.63,2642.94,2642.94,0.0,2642.94,-8890.99,8617.31,9503.2,3415.33,13764.74,17256.88,17342.49,14537.27,4956.73,3955.6,10470.33,474.7,22733.55,2649.47,2649.47,1432.85,5154.31,2715.22,245.63,97.88,166.17,6472.6,8044.76,8849.05,9.37,7215.11,2642.94,3492.14,184.33,0.0,9852.94,209.54,8000.0,8000.0,0.0,0.0,0.0,0.0,8000.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,200.66,-0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,9.37,151.43,0.76,80.49,75.09,5807.4,896.26,948.83,1886.82,485.67,2949.35,1910.0,3844.2,396.68,875.6,1951.99,240.0,142.17,2.0,59.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.07,22.94,128.55,5.13,19.24,37.01,50.87,17.24,100.85,7.22,1940.71,195.36,19.71,2.68,57.11,2261.95,37.52,7.89,17.4,40.15,120.74,137.84,24.67,45.73,15.01,37.58,200.57,16.16,1922,7,1922,10,0.061487603
